equipo_id,linea_produccion,voltaje_v,corriente_a,potencia_kw,energia_kwh,horas_activas,temperatura_c,factor_potencia,eficiencia_porcentual,fallas_detectadas,costo_energia_usd,fecha_registro
EQ_013,Línea C,219.93,0.41,0.09,0.38,9.42,55.59,0.9793383550113326,82.67,0,0.04,2024-10-08
EQ_050,Línea A,226.69,7.89,1.77,11.84,8.21,30.93,0.9465806573394273,87.85,1,1.24,2024-04-10
EQ_028,Línea B,209.45,7.4,1.51,12.25,9.74,40.52,0.8306707830144627,89.42,0,1.38,2024-03-15
EQ_020,Línea D,211.64,5.31,0.96,9.96,8.65,44.79,0.9102148797648504,82.98,0,0.93,2024-10-20
EQ_028,Línea B,204.04,5.98,1.02,6.84,11.58,52.6,0.9083721776111086,79.88,0,0.95,2024-07-26
EQ_008,Línea D,224.61,7.92,1.59,15.33,4.43,58.79,0.9323817236314803,85.54,3,2.28,2024-03-23
EQ_041,Línea A,218.03,6.24,1.09,6.0,4.85,52.68,0.9203023007967653,76.3,1,0.84,2024-05-22
EQ_039,Línea B,207.65,9.72,1.63,16.31,5.39,59.16,0.8943644419113891,93.8,1,2.01,2024-02-25
EQ_001,Línea A,217.54,5.75,1.14,6.71,9.52,36.71,0.928917982617994,99.95,2,0.72,2024-12-26
EQ_003,Línea D,227.05,8.46,1.74,8.96,9.16,56.9,0.897611116857664,88.16,2,0.91,2024-10-13
EQ_013,Línea C,248.72,11.54,2.87,15.74,11.14,55.19,1.0,83.14,0,1.76,2024-07-29
EQ_028,Línea C,235.18,7.89,1.56,8.51,9.86,21.04,0.9261363950506768,92.53,3,1.11,2024-06-27
EQ_049,Línea B,185.74,9.07,1.43,11.59,8.07,42.8,0.9192650265435499,91.18,0,1.35,2024-02-27
EQ_025,Línea A,223.59,8.88,1.63,17.54,11.93,51.02,1.0,82.8,1,2.56,2024-03-13
EQ_033,Línea A,241.44,8.02,1.9,8.81,6.13,39.85,0.8517828303277849,84.62,2,1.24,2024-08-02
EQ_038,Línea B,199.93,7.8,1.49,14.39,10.67,34.14,0.914501356295826,80.12,1,1.38,2024-09-22
EQ_006,Línea C,228.27,6.29,1.38,12.74,7.41,66.14,0.8725198456497864,86.32,0,1.25,2024-03-13
EQ_044,Línea D,216.45,8.45,1.79,19.65,9.19,46.11,0.9517505028255044,87.39,3,2.57,2024-09-27
EQ_045,Línea B,237.25,7.15,1.54,9.17,9.82,46.38,0.8952825258910934,78.76,0,0.95,2024-12-19
EQ_032,Línea D,226.06,12.64,2.54,19.31,9.07,31.91,0.9490046867599874,76.4,3,2.65,2024-08-21
EQ_045,Línea C,206.74,10.43,1.87,21.33,5.12,38.88,0.9454025499217271,74.39,3,2.68,2024-11-14
EQ_047,Línea A,216.99,3.64,0.72,6.68,7.54,36.02,0.9590186130995038,88.33,0,0.69,2024-01-19
EQ_021,Línea C,217.87,3.81,0.74,5.26,8.49,55.79,0.9462259396260979,84.91,0,0.62,2024-04-22
EQ_016,Línea B,218.15,7.61,1.48,7.48,10.79,50.05,0.9087980303072491,84.33,0,0.86,2024-03-03
EQ_021,Línea A,236.79,6.81,1.59,9.7,7.55,39.29,0.8501173646615507,88.72,3,1.38,2024-07-02
EQ_011,Línea B,207.36,7.45,1.54,13.32,11.35,50.61,0.9704542470506632,77.79,2,1.22,2024-10-03
EQ_037,Línea B,235.05,9.95,2.24,21.83,7.52,42.46,0.9904513712332579,76.44,1,3.14,2024-06-10
EQ_036,Línea C,215.47,8.95,1.83,9.14,8.39,47.34,0.8731065844354198,86.93,0,1.18,2024-08-30
EQ_035,Línea B,223.35,8.92,1.86,16.36,10.37,47.3,0.9567938680806344,71.17,0,2.2,2024-05-24
EQ_019,Línea C,221.09,12.34,2.27,19.07,8.66,49.2,0.8614818626207207,82.93,2,1.72,2024-05-25
EQ_020,Línea A,219.67,3.83,0.68,5.52,11.68,48.0,0.9301716087380949,100.0,3,0.7,2024-03-21
EQ_018,Línea C,219.8,8.31,1.71,16.28,9.28,49.21,0.9404710243104166,74.21,2,2.04,2024-11-17
EQ_047,Línea A,241.86,6.26,1.43,15.3,8.18,57.56,0.8986890113097663,81.56,1,1.87,2024-11-16
EQ_041,Línea C,232.64,12.31,2.32,15.27,4.19,51.41,0.9247535718446539,68.02,0,2.09,2024-02-12
EQ_049,Línea D,214.56,1.37,0.29,3.22,7.31,41.63,0.9624101585748608,83.13,1,0.4,2024-11-08
EQ_014,Línea D,243.74,1.5,0.3,1.59,6.39,44.02,0.9145291747374495,100.0,1,0.22,2024-10-19
EQ_015,Línea B,224.12,8.91,1.71,9.21,9.98,57.3,0.8862431247719902,88.74,0,0.96,2024-06-24
EQ_031,Línea C,225.36,11.38,2.4,14.72,5.67,46.12,0.8588110393613831,80.09,0,2.04,2024-03-09
EQ_001,Línea C,207.44,10.32,1.79,8.87,5.64,41.26,0.9004617816872795,100.0,2,0.89,2024-02-25
EQ_003,Línea A,212.54,5.6,0.97,5.67,5.52,38.69,0.8612639209395456,71.06,0,0.79,2024-04-28
EQ_016,Línea B,209.67,12.52,2.27,11.01,5.0,47.73,0.901130798918028,88.63,1,1.61,2024-07-22
EQ_023,Línea C,221.29,4.31,0.91,9.62,6.49,36.45,0.8967378768285206,85.52,1,1.06,2024-02-24
EQ_011,Línea B,229.58,11.92,2.42,12.37,11.09,57.85,0.960205248498126,83.02,3,1.51,2024-02-07
EQ_012,Línea D,225.51,4.7,0.99,9.88,10.2,34.62,0.9236737508105156,91.46,0,1.28,2024-08-30
EQ_010,Línea C,243.82,6.94,1.55,6.79,9.88,59.78,1.0,75.54,0,0.64,2024-07-19
EQ_032,Línea C,206.68,9.92,1.65,19.12,10.38,42.15,0.8193205381746183,87.5,3,2.29,2024-08-23
EQ_016,Línea B,221.72,3.6,0.8,7.75,6.16,34.23,0.9356685715859391,86.49,1,0.87,2024-01-15
EQ_008,Línea C,200.76,12.41,2.01,8.15,11.1,46.89,0.8974221857250244,78.03,1,1.16,2024-05-23
EQ_038,Línea B,206.17,6.93,1.42,14.36,5.1,35.47,0.8721979689757777,100.0,0,2.05,2024-03-17
EQ_012,Línea C,238.97,8.41,1.83,14.85,6.69,45.34,0.9185115252711915,83.55,1,1.96,2024-11-04
EQ_024,Línea A,213.05,11.49,2.43,24.87,8.69,39.22,0.914769153381952,83.89,0,3.22,2024-09-19
EQ_028,Línea B,207.95,5.62,0.96,7.85,4.82,54.45,0.9738906408673016,76.78,0,1.05,2024-07-03
EQ_008,Línea C,188.05,11.18,1.89,17.25,9.84,46.37,0.9245629223401501,83.69,0,1.93,2024-02-24
EQ_028,Línea D,207.8,12.92,2.24,23.05,7.1,33.11,0.8853599206140617,100.0,0,2.63,2024-11-03
EQ_036,Línea C,216.92,6.03,1.06,7.68,10.28,39.03,0.9367105281850161,82.98,1,0.95,2024-01-04
EQ_026,Línea D,199.64,12.11,2.23,8.97,7.94,52.05,0.9085174218144242,89.15,3,1.31,2024-10-25
EQ_008,Línea D,216.06,2.72,0.49,5.29,5.45,57.87,0.8637260727439647,92.6,1,0.71,2024-02-09
EQ_050,Línea A,239.06,9.17,2.01,14.16,9.88,44.55,0.9075727315243612,83.55,3,1.74,2024-08-17
EQ_028,Línea B,209.39,4.31,0.74,5.9,6.02,34.56,0.9315471038703345,81.72,1,0.8,2024-10-12
EQ_028,Línea C,205.85,10.83,1.93,7.84,7.93,55.54,0.9236141215116074,88.78,0,0.88,2024-05-17
EQ_037,Línea A,203.14,10.58,2.06,16.35,4.6,52.01,0.9365156527315942,83.07,2,2.19,2024-04-12
EQ_041,Línea C,202.87,14.23,2.56,30.44,8.94,58.07,0.8936757395496404,82.35,0,3.49,2024-01-07
EQ_036,Línea D,228.03,12.26,2.59,16.13,9.33,47.9,0.9358805980716972,92.52,1,1.72,2024-06-12
EQ_027,Línea B,220.73,7.5,1.54,11.03,7.03,39.79,0.9260057906408709,84.44,0,1.4,2024-12-30
EQ_017,Línea C,234.35,4.75,1.08,10.26,11.64,50.17,0.9264114691886772,94.71,1,1.35,2024-10-02
EQ_009,Línea C,250.3,9.7,2.1,22.09,10.99,48.26,0.9216178276413344,84.26,3,2.6,2024-02-18
EQ_033,Línea D,192.54,7.82,1.41,10.35,9.66,39.25,1.0,74.46,2,1.28,2024-04-05
EQ_020,Línea C,225.7,12.65,2.83,18.33,9.71,46.99,0.9755063121900035,60.0,2,2.41,2024-02-28
EQ_013,Línea C,203.22,1.5,0.29,3.34,6.02,43.05,0.9347695878464317,70.29,1,0.45,2024-08-18
EQ_028,Línea D,231.83,14.56,3.03,28.53,9.25,52.44,0.8799896361575892,71.67,0,4.1,2024-06-25
EQ_048,Línea A,215.92,9.6,1.92,9.51,5.59,49.92,0.9053833750121768,87.13,0,1.06,2024-03-30
EQ_029,Línea D,220.41,5.56,1.16,5.28,5.15,34.48,1.0,77.23,1,0.78,2024-10-08
EQ_013,Línea A,200.75,10.2,1.89,14.87,12.0,33.48,0.8918531268583249,69.21,0,1.91,2024-02-05
EQ_046,Línea B,213.6,11.89,2.04,11.75,8.98,44.1,0.9117135183432268,83.95,4,1.61,2024-06-19
EQ_035,Línea A,221.34,8.34,1.55,9.35,7.45,45.33,0.9089298337192796,76.35,3,1.23,2024-05-05
EQ_006,Línea A,240.34,2.71,0.63,6.94,6.31,52.61,0.9383943638579259,88.7,1,0.71,2024-10-25
EQ_018,Línea B,208.08,7.12,1.27,5.99,8.83,50.13,0.8981676761357285,88.51,3,0.56,2024-12-20
EQ_005,Línea A,211.74,11.12,2.23,21.68,4.4,59.59,0.9288429004074128,89.35,1,2.9,2024-07-22
EQ_047,Línea D,234.16,9.49,1.94,11.97,4.76,40.33,0.8992841552674188,64.53,1,1.44,2024-10-15
EQ_025,Línea A,207.11,7.53,1.41,14.22,4.26,39.76,0.9857255349765867,85.36,0,1.88,2024-12-21
EQ_002,Línea B,237.14,11.92,2.3,22.49,7.99,35.4,0.8856861187783004,84.03,2,2.67,2024-04-06
EQ_010,Línea D,219.86,10.22,1.88,7.63,8.8,52.49,0.9688822422394219,75.23,2,0.83,2024-08-25
EQ_030,Línea B,224.55,10.45,2.33,18.81,4.5,45.22,0.8907432071838167,67.9,0,2.01,2024-06-21
EQ_050,Línea B,225.51,6.77,1.49,7.62,9.77,26.46,0.8773126836059629,84.13,2,1.02,2024-10-27
EQ_045,Línea C,210.76,6.48,1.27,13.88,5.84,47.02,0.8849603626755039,93.51,0,1.48,2024-03-28
EQ_005,Línea C,225.85,2.9,0.58,6.36,9.48,47.66,0.8344282136482624,64.35,2,0.85,2024-12-16
EQ_033,Línea B,208.41,7.22,1.41,10.36,11.86,43.56,0.9419299223192154,78.34,1,1.17,2024-01-17
EQ_001,Línea B,212.47,10.81,2.12,16.02,9.53,47.97,0.8618011945238448,86.05,1,2.18,2024-05-19
EQ_018,Línea B,228.38,7.39,1.54,9.9,11.07,32.8,0.9021040236203697,94.0,1,0.98,2024-09-10
EQ_032,Línea C,224.4,9.34,1.7,16.55,11.59,61.41,0.9580810798799382,82.5,4,1.69,2024-10-04
EQ_047,Línea C,218.88,11.33,2.3,15.8,7.89,48.8,0.9564676339872318,100.0,1,2.07,2024-05-30
EQ_049,Línea A,201.12,9.12,1.75,10.75,9.62,27.26,0.8484170542001368,70.64,1,1.33,2024-12-11
EQ_011,Línea A,204.86,9.41,1.93,14.39,10.82,44.94,0.9355271789965469,68.86,1,1.47,2024-11-29
EQ_021,Línea B,224.15,3.93,0.71,3.36,6.85,49.07,0.9770246991154128,93.14,3,0.48,2024-05-19
EQ_026,Línea D,230.98,7.03,1.54,15.36,6.09,33.87,0.8881578544905069,66.2,1,1.64,2024-04-23
EQ_025,Línea D,203.36,13.18,2.45,10.05,11.57,50.34,0.9456786664000915,88.69,2,1.16,2024-03-08
EQ_022,Línea C,207.4,8.31,1.53,14.01,9.81,61.81,0.8628360197102731,82.64,0,1.43,2024-06-27
EQ_027,Línea C,222.01,13.69,2.51,13.71,5.76,38.56,0.9392828476618496,77.79,1,1.55,2024-05-04
EQ_049,Línea C,221.69,5.83,1.14,6.68,7.59,49.28,0.926563568066483,81.59,0,0.8,2024-11-08
EQ_013,Línea B,195.64,8.7,1.48,13.45,10.37,47.09,0.9530573477912727,74.69,0,1.45,2024-11-06
EQ_033,Línea D,222.42,6.85,1.31,15.65,8.38,54.68,0.9499573043444353,82.45,1,2.13,2024-12-03
EQ_034,Línea A,211.02,9.78,1.95,19.93,9.2,43.91,0.8523258195224425,85.14,1,2.26,2024-12-28
EQ_041,Línea B,244.62,10.69,2.46,14.28,10.03,34.33,0.9268276620372097,81.67,1,1.91,2024-12-23
EQ_035,Línea A,223.74,9.81,2.01,10.87,8.98,54.04,0.9926456822136936,80.32,2,1.11,2024-08-20
EQ_001,Línea A,226.32,11.13,2.49,27.22,8.32,34.93,0.8107345589108785,87.03,2,3.07,2024-05-26
EQ_021,Línea B,226.71,7.96,1.57,11.86,10.0,63.09,0.9683463056931033,98.28,3,1.07,2024-04-20
EQ_048,Línea A,201.79,7.43,1.27,6.47,9.82,50.61,1.0,82.87,1,0.88,2024-12-28
EQ_006,Línea D,249.16,2.73,0.63,6.87,9.04,39.01,0.84576822397576,91.56,1,0.88,2024-12-23
EQ_028,Línea A,195.66,9.92,1.63,17.16,6.88,56.09,0.8864650464426261,77.27,0,2.39,2024-08-25
EQ_017,Línea D,231.94,8.52,1.71,20.3,7.25,44.91,0.9458871660975267,74.33,0,2.38,2024-01-03
EQ_005,Línea D,229.28,7.8,1.51,17.03,11.76,42.79,0.875693744209318,88.63,5,2.35,2024-07-29
EQ_031,Línea D,212.84,7.43,1.29,13.95,4.9,38.19,0.9882289591822682,83.13,2,1.8,2024-01-25
EQ_005,Línea C,230.0,7.89,1.75,7.74,6.15,26.22,0.9729448132878036,94.04,7,0.7,2024-11-26
EQ_038,Línea A,215.24,7.29,1.34,6.48,7.94,51.04,0.8507518380228442,95.6,0,0.68,2024-07-02
EQ_003,Línea B,209.87,6.42,1.21,10.35,10.69,28.72,0.8828470950034494,91.71,2,1.24,2024-03-01
EQ_023,Línea B,227.04,8.72,1.6,13.2,5.31,37.07,0.9584918410917511,91.54,1,1.68,2024-05-02
EQ_037,Línea A,204.9,9.45,1.82,13.95,6.22,49.33,0.9565329701373665,60.0,0,1.31,2024-02-24
EQ_037,Línea C,216.64,5.69,1.07,7.68,4.53,39.99,1.0,88.56,2,1.02,2024-06-11
EQ_010,Línea C,211.09,6.8,1.36,10.13,9.65,46.57,0.8760058897275259,91.9,0,1.24,2024-07-05
EQ_010,Línea D,214.96,7.39,1.4,11.98,5.91,32.86,0.9929608919735996,74.83,1,1.46,2024-02-08
EQ_019,Línea A,226.49,8.01,1.52,6.11,7.11,41.52,0.8743043027618216,85.07,1,0.66,2024-07-03
EQ_017,Línea A,211.08,7.62,1.45,8.82,7.55,46.63,0.9450160466227936,76.66,1,1.11,2024-03-23
EQ_021,Línea B,217.12,9.98,1.79,14.58,11.13,35.49,0.9646171220779742,93.22,0,1.34,2024-07-13
EQ_014,Línea A,212.45,3.04,0.57,5.57,7.29,61.86,0.7703049953566784,77.35,2,0.52,2024-02-03
EQ_009,Línea C,241.66,3.57,0.74,3.99,5.16,38.63,0.9655603149041392,78.66,0,0.53,2024-04-22
EQ_046,Línea A,225.14,8.58,1.9,15.91,8.19,58.78,0.9892284845524694,81.29,1,1.74,2024-08-17
EQ_001,Línea B,223.3,6.19,1.12,10.88,11.7,43.32,0.9747940876736871,100.0,0,1.21,2024-10-09
EQ_045,Línea D,230.25,10.65,2.3,17.38,8.86,29.32,1.0,93.04,2,1.78,2024-10-13
EQ_013,Línea B,211.09,11.51,2.03,8.56,11.87,33.63,0.9682588641752945,97.9,1,1.0,2024-06-03
EQ_004,Línea B,232.89,8.7,1.75,13.29,10.73,46.76,0.8931397449323744,70.5,1,1.24,2024-06-13
EQ_001,Línea D,225.19,4.78,0.95,6.05,4.29,55.33,0.9819505567207639,74.85,1,0.65,2024-06-30
EQ_049,Línea B,196.59,11.16,2.15,24.59,9.27,62.7,0.8903016859722293,95.71,2,2.99,2024-08-26
EQ_040,Línea B,198.58,8.6,1.45,7.25,6.29,46.28,0.924120896247299,70.92,1,0.86,2024-05-16
EQ_032,Línea A,211.42,3.54,0.61,5.62,8.48,33.23,0.9615891636700619,79.63,2,0.84,2024-12-04
EQ_034,Línea A,200.18,3.8,0.66,2.92,6.23,47.78,0.9424040412073356,100.0,1,0.33,2024-09-22
EQ_028,Línea D,216.43,12.55,2.23,16.88,6.79,36.75,0.9875565995925082,77.29,1,1.91,2024-07-05
EQ_031,Línea A,204.79,12.05,2.04,17.2,11.39,48.92,1.0,70.43,2,2.07,2024-02-09
EQ_008,Línea A,218.53,0.45,0.09,0.57,5.65,35.59,0.8631318029024301,85.38,2,0.06,2024-11-05
EQ_039,Línea B,241.18,3.93,0.77,5.88,10.99,24.1,0.9035831940595157,70.76,2,0.84,2024-06-15
EQ_026,Línea C,219.26,11.42,2.02,10.72,4.24,58.17,0.9358189181281155,94.9,0,1.33,2024-09-16
EQ_034,Línea A,215.46,7.94,1.61,10.36,4.73,42.74,0.896840452834663,77.84,0,1.05,2024-05-22
EQ_003,Línea C,225.82,10.11,1.99,17.85,10.84,45.5,0.9162146865751051,76.24,2,2.46,2024-07-22
EQ_050,Línea A,209.55,7.81,1.35,8.66,9.04,54.97,0.9587909803137534,85.24,0,0.8,2024-06-24
EQ_012,Línea A,232.65,9.96,1.97,22.06,9.98,63.79,0.9521454165683384,81.76,2,3.29,2024-09-18
EQ_001,Línea D,227.43,8.02,1.69,15.26,5.68,52.2,0.9323666365152943,87.02,0,2.17,2024-09-08
EQ_044,Línea D,220.58,6.69,1.26,9.46,8.3,46.03,0.9273865251632115,89.17,4,1.18,2024-11-24
EQ_005,Línea D,222.31,11.18,2.23,9.61,9.9,49.63,0.9088064932753193,83.26,0,0.93,2024-07-18
EQ_030,Línea C,250.63,8.61,1.78,14.23,9.02,42.05,0.9902261419723859,75.71,3,1.46,2024-07-17
EQ_030,Línea B,234.13,9.96,2.14,21.65,7.77,45.36,1.0,90.84,2,2.31,2024-07-14
EQ_017,Línea A,252.99,8.47,1.85,11.33,11.68,46.45,0.9709407001804236,79.45,2,1.18,2024-11-09
EQ_048,Línea A,227.98,6.54,1.38,14.43,9.41,37.13,0.8625311706067023,78.05,2,1.73,2024-03-17
EQ_047,Línea A,197.92,12.83,2.44,14.68,11.26,45.21,0.9068894784982765,86.14,3,2.15,2024-01-19
EQ_023,Línea C,216.07,9.06,1.81,19.17,9.84,48.67,0.9299832979886443,69.57,1,2.24,2024-03-02
EQ_015,Línea D,194.5,6.93,1.16,5.43,9.88,50.17,0.8729652736038883,88.13,1,0.7,2024-11-22
EQ_037,Línea B,227.92,11.83,2.29,25.03,4.64,49.37,0.9239541852364465,86.57,0,3.29,2024-10-07
EQ_021,Línea C,231.18,4.04,0.81,6.47,6.88,31.61,0.9211110896267122,93.97,3,0.92,2024-09-06
EQ_014,Línea D,206.71,14.71,2.53,16.12,10.87,57.29,0.9742069087293616,81.0,1,1.48,2024-08-14
EQ_002,Línea C,210.17,7.46,1.31,8.02,5.86,56.46,0.8950854780160684,95.6,0,0.92,2024-05-06
EQ_011,Línea B,222.23,4.2,0.89,6.64,4.92,44.04,0.9781651444136847,89.24,3,0.91,2024-02-27
EQ_039,Línea D,202.03,13.72,2.43,29.14,6.61,49.56,0.8721315981915307,84.79,1,4.05,2024-07-22
EQ_038,Línea C,200.9,6.61,1.18,6.8,5.76,42.83,0.8791080401169323,99.53,1,0.99,2024-08-30
EQ_034,Línea B,238.58,8.73,1.91,9.22,11.4,52.52,0.9010318846134007,85.76,4,1.22,2024-11-27
EQ_038,Línea A,221.72,10.15,2.07,17.97,10.94,36.86,0.9223935943332404,80.85,1,1.88,2024-11-21
EQ_050,Línea B,211.63,11.55,1.99,15.74,8.0,58.42,0.7991743799298702,85.99,0,1.89,2024-09-08
EQ_034,Línea A,194.62,8.9,1.67,13.68,4.49,52.02,0.942964878270547,80.69,2,1.26,2024-11-17
EQ_018,Línea C,232.79,6.06,1.18,11.02,9.72,52.25,1.0,87.99,0,1.42,2024-07-17
EQ_030,Línea D,209.73,8.66,1.72,10.56,8.99,43.95,0.9525634783988677,95.57,0,1.3,2024-12-08
EQ_015,Línea D,247.91,6.74,1.59,17.94,11.76,30.87,0.9094665036597419,84.94,0,2.33,2024-08-27
EQ_027,Línea C,232.89,8.75,1.92,14.37,8.47,53.84,0.8657704458865204,85.72,0,2.1,2024-05-18
EQ_034,Línea D,207.88,12.88,2.45,12.33,6.69,31.2,0.8293488882125494,91.38,0,1.62,2024-05-01
EQ_038,Línea D,209.27,10.27,1.73,17.19,8.15,53.96,0.8378488187642341,94.5,2,1.88,2024-02-18
EQ_033,Línea A,245.83,8.62,1.85,16.92,11.83,37.28,0.9134580062496562,81.38,1,1.72,2024-10-30
EQ_024,Línea C,218.74,10.22,2.06,13.44,9.57,29.13,1.0,86.38,2,1.9,2024-04-24
EQ_015,Línea B,212.3,10.43,1.94,17.41,9.38,45.01,0.7841463304684297,91.42,2,1.77,2024-12-08
EQ_030,Línea A,220.42,4.77,1.02,5.87,5.93,56.83,0.9550108944617531,87.64,1,0.59,2024-09-07
EQ_042,Línea C,212.23,8.13,1.49,11.26,9.95,35.34,0.886114229380703,70.1,0,1.15,2024-01-07
EQ_017,Línea A,223.62,15.69,3.01,33.7,10.0,60.99,0.9032252520485828,92.86,0,4.06,2024-08-06
EQ_005,Línea B,218.86,11.64,2.17,11.0,6.54,51.57,0.8731150556727995,89.18,2,1.07,2024-03-17
EQ_029,Línea B,233.13,6.49,1.31,9.29,7.87,46.57,0.8516280604256549,89.75,2,1.36,2024-06-27
EQ_004,Línea C,214.17,6.19,1.21,12.79,6.36,40.64,0.9262818619336161,75.46,1,1.89,2024-05-24
EQ_010,Línea B,206.73,6.09,1.19,13.99,6.07,41.34,0.9331401743234835,86.22,2,2.08,2024-06-02
EQ_017,Línea A,214.77,10.6,2.12,16.18,4.21,49.3,0.9534170029359645,91.75,1,1.49,2024-04-30
EQ_010,Línea B,214.67,12.82,2.65,21.35,6.28,53.46,0.8357378146945905,77.96,1,3.13,2024-05-03
EQ_017,Línea A,218.84,9.75,2.09,17.93,8.43,39.07,0.9636986166739044,80.04,1,2.69,2024-05-29
EQ_020,Línea A,229.52,8.47,1.87,21.43,4.01,36.93,0.9645903777127592,91.88,2,3.14,2024-09-24
EQ_024,Línea B,228.7,6.67,1.23,13.36,6.27,42.86,0.9412246843215736,79.66,4,1.74,2024-11-22
EQ_005,Línea C,237.99,8.99,2.03,10.89,11.05,58.94,0.898951919146577,83.33,5,1.44,2024-01-01
EQ_034,Línea D,207.83,5.54,0.97,7.27,8.75,32.83,0.9354215433594473,76.72,1,0.71,2024-06-09
EQ_006,Línea B,225.83,2.19,0.41,3.16,8.86,56.42,0.911977547159484,99.56,0,0.45,2024-08-31
EQ_002,Línea A,230.91,12.91,2.77,28.57,7.23,45.42,0.9684258164992503,89.16,1,2.67,2024-09-07
EQ_013,Línea A,209.89,4.98,0.9,7.94,9.41,28.47,0.9016727851036609,82.96,0,0.87,2024-03-04
EQ_043,Línea B,216.89,7.03,1.24,11.45,5.52,40.38,0.9254012215038334,81.46,3,1.71,2024-10-25
EQ_043,Línea C,193.75,9.97,1.6,19.18,10.55,51.1,0.833083899751443,75.17,1,2.21,2024-09-04
EQ_048,Línea C,233.6,12.3,2.3,10.58,4.93,63.02,0.9352649894595111,84.12,1,1.04,2024-10-23
EQ_011,Línea A,216.77,8.77,1.86,10.76,9.25,31.73,0.8825222774547632,90.32,1,1.59,2024-04-24
EQ_047,Línea A,232.1,4.42,0.83,6.03,6.73,16.81,0.9456233108680285,78.52,1,0.9,2024-10-21
EQ_023,Línea C,223.09,7.1,1.33,9.02,9.98,31.9,0.9594212447623918,85.84,0,0.91,2024-01-01
EQ_016,Línea D,217.22,5.96,1.14,4.76,8.4,56.3,0.8895013528952674,82.06,1,0.68,2024-02-10
EQ_031,Línea B,196.11,7.89,1.35,6.39,7.62,27.06,0.9215594151233859,96.04,1,0.72,2024-06-21
EQ_011,Línea A,198.78,11.7,2.28,21.54,5.36,59.97,0.9287247455676629,79.91,1,2.43,2024-03-28
EQ_016,Línea A,181.1,0.39,0.06,0.66,9.09,57.15,0.9384031865966661,91.22,0,0.07,2024-04-07
EQ_008,Línea C,211.56,6.77,1.29,10.47,11.8,46.91,0.9594928912821958,96.15,2,0.97,2024-03-28
EQ_004,Línea B,254.17,6.55,1.56,12.97,10.6,38.74,0.9529505588181731,81.98,0,1.38,2024-09-07
EQ_040,Línea C,200.68,4.23,0.84,5.07,4.48,45.55,0.9010054846375934,80.29,1,0.47,2024-11-30
EQ_004,Línea B,180.53,9.76,1.63,16.53,7.01,51.11,0.9999160964577053,92.38,1,2.4,2024-05-20
EQ_025,Línea B,234.44,3.76,0.85,8.51,11.4,49.58,0.9575993738060401,70.75,0,1.1,2024-03-11
EQ_003,Línea B,255.46,4.1,0.86,7.49,8.02,62.4,0.9902572196126014,88.44,0,1.07,2024-05-16
EQ_032,Línea A,224.47,10.55,2.08,11.86,9.3,42.4,0.937335336168596,72.4,3,1.58,2024-04-08
EQ_003,Línea D,224.33,12.5,2.45,11.7,11.3,31.99,0.9402902727639271,94.78,3,1.15,2024-05-30
EQ_027,Línea C,215.35,7.77,1.64,7.4,10.99,30.23,0.9141404474297729,82.98,1,1.08,2024-06-23
EQ_029,Línea D,193.09,4.35,0.7,6.12,8.01,28.23,0.8978112760781153,84.27,1,0.88,2024-06-15
EQ_032,Línea C,198.24,5.88,0.97,10.28,7.5,46.96,0.9687669090552185,79.21,2,1.14,2024-12-08
EQ_050,Línea B,215.25,11.02,2.05,22.28,6.72,42.66,0.9332295312290708,72.34,0,2.15,2024-09-13
EQ_019,Línea A,212.37,8.35,1.44,11.1,9.75,45.33,0.9134218077243302,95.13,1,1.47,2024-08-11
EQ_021,Línea D,218.27,7.7,1.41,14.49,6.3,39.63,0.8688687507064299,83.63,1,1.94,2024-11-25
EQ_005,Línea A,232.44,8.94,2.06,23.84,6.0,33.9,0.997755776885406,100.0,2,3.43,2024-03-05
EQ_018,Línea C,211.27,7.89,1.48,9.18,6.85,51.14,0.9256312717316285,78.52,0,0.86,2024-03-09
EQ_028,Línea A,232.75,12.64,2.73,19.61,5.42,20.37,0.8586638711390725,79.83,0,1.93,2024-03-07
EQ_042,Línea A,211.37,5.75,1.15,13.17,9.56,36.98,0.9240711232912262,77.82,1,1.66,2024-02-19
EQ_022,Línea D,235.57,5.41,1.11,7.44,8.93,52.86,0.9099539781099719,83.59,1,0.95,2024-11-09
EQ_021,Línea B,221.3,3.85,0.71,8.03,7.86,35.99,0.9079026799927427,97.6,2,0.74,2024-11-04
EQ_006,Línea A,213.46,6.38,1.15,13.63,7.12,48.92,0.9488129900985683,93.08,1,1.55,2024-03-31
EQ_001,Línea B,221.04,4.72,0.9,8.37,11.27,37.0,0.9100230239284882,72.96,2,1.05,2024-04-24
EQ_005,Línea C,215.6,8.65,1.73,18.23,4.23,40.44,0.9047250473959754,94.63,2,2.45,2024-02-26
EQ_041,Línea A,221.7,8.06,1.57,15.69,10.15,50.75,0.988120236846943,90.46,0,1.71,2024-12-07
EQ_012,Línea D,231.37,4.76,0.88,8.44,11.22,32.22,0.833021651236901,88.85,5,1.0,2024-01-18
EQ_026,Línea C,218.69,9.77,1.93,12.46,7.57,52.45,0.9174308846052862,79.53,2,1.73,2024-09-28
EQ_046,Línea C,214.46,12.55,2.65,11.81,8.41,45.46,0.9664425930329407,80.12,1,1.74,2024-05-09
EQ_034,Línea D,203.15,9.07,1.77,11.94,11.56,57.56,0.9513466224446234,86.1,2,1.24,2024-09-25
